2013-01-01 00:03:00 , 2013-01-01 00:03:00[[1, 3, 1, 3]] , NULL , NULL , NULL , NULL , NULL , NULL , NULL , NULL , NULL , 1652376
2013-01-01 00:03:00 , 2013-01-01 00:03:00[[1, 3, 1, 3], [1, 4, 1, 4]] , NULL , NULL , NULL , NULL , NULL , NULL , NULL , NULL , 65922
2013-01-01 00:03:00 , 2013-01-01 00:03:00[[1, 3, 1, 3], [1, 4, 1, 4], [1, 5, 1, 5]] , NULL , NULL , NULL , NULL , NULL , NULL , NULL , 106580
2013-01-01 00:03:00 , 2013-01-01 00:03:00[[1, 3, 1, 3], [1, 4, 1, 4], [1, 1, 1, 6], [1, 5, 1, 5]] , NULL , NULL , NULL , NULL , NULL , NULL , 143290
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 1, 1, 6], [1, 5, 1, 5]] , NULL , NULL , NULL , NULL , NULL , 108158
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5]] , NULL , NULL , NULL , NULL , 104606
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 5, 1, 4]] , NULL , NULL , NULL , 106579
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 5, 1, 4]] , NULL , NULL , 142106
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 3, 1, 6], [1, 5, 1, 4]] , NULL , 195790
2013-01-01 00:03:00 , 2013-01-01 00:04:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 1], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 3, 1, 6], [1, 5, 1, 4]] , 151974
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 3], [1, 1, 1, 1], [1, 1, 1, 3], [1, 3, 1, 1], [1, 5, 1, 1], [1, 1, 1, 5], [1, 1, 1, 4], [1, 4, 1, 1], [1, 3, 1, 5], [1, 5, 1, 3]] , 573556
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 3], [1, 4, 1, 4], [1, 1, 1, 1], [1, 1, 1, 3], [1, 3, 1, 1], [1, 5, 1, 1], [1, 1, 1, 5], [1, 1, 1, 4], [1, 4, 1, 1], [1, 3, 1, 5]] , 221449
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 3], [1, 4, 1, 4], [1, 5, 1, 5], [1, 1, 1, 1], [1, 1, 1, 3], [1, 3, 1, 1], [1, 5, 1, 1], [1, 1, 1, 5], [1, 1, 1, 4], [1, 4, 1, 1]] , 232896
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 3], [1, 4, 1, 4], [1, 1, 1, 6], [1, 5, 1, 5], [1, 1, 1, 1], [1, 1, 1, 3], [1, 3, 1, 1], [1, 5, 1, 1], [1, 1, 1, 5], [1, 1, 1, 4]] , 345791
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 1, 1, 6], [1, 5, 1, 5], [1, 1, 1, 1], [1, 1, 1, 3], [1, 5, 1, 1], [1, 1, 1, 5], [1, 1, 1, 4]] , 266844
2013-01-01 00:03:00 , 2013-01-01 00:06:00[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 1, 1, 1], [1, 1, 1, 3], [1, 5, 1, 1], [1, 1, 1, 5]] , 249080
2013-01-01 00:03:00 , 2013-01-01 00:06:59[[1, 3, 1, 1], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 5, 1, 4], [1, 1, 1, 1], [1, 1, 1, 3], [1, 5, 1, 1]] , 293686
2013-01-01 00:03:00 , 2013-01-01 00:07:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 5, 1, 4], [1, 1, 1, 1], [1, 1, 1, 3]] , 238817
2013-01-01 00:03:00 , 2013-01-01 00:07:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 3, 1, 6], [1, 5, 1, 4], [1, 1, 1, 1]] , 281843
2013-01-01 00:03:00 , 2013-01-01 00:07:00[[1, 3, 1, 1], [1, 1, 1, 5], [1, 3, 1, 3], [1, 4, 1, 1], [1, 4, 1, 4], [1, 4, 1, 3], [1, 1, 1, 6], [1, 5, 1, 5], [1, 3, 1, 6], [1, 5, 1, 4]] , 272765
